00626ZZ;C00626ZZ;CORTEVA  - COLETE GOLA V - DOPTEL 001-1391 TURQUESA;C00626ZZ;00626ZZ;9;920
9022F;C00626ZZ.0001;CORTEVA  - COLETE GOLA V - DOPTEL 001-1391 TURQUESA - G;C00626ZZ;00626ZZ;9;920
9028H;C9022F;HOSP CIRCULO - COLETE GOLA V - UNISOFT 1233 VERM;C9022F;9022F;9;920
9075D;C9022F.0001;HOSP CIRCULO - COLETE GOLA V - UNISOFT 1233 VERM - G;C9022F;9022F;9;920
9110H;C9028H;JTI - COLETE GOLA V - DOPTEL 001-4117 LARANJA - CONF1;C9028H;9028H;9;920
9111H;C9028H.0001;JTI - COLETE GOLA V - DOPTEL 001-4117 LARANJA - CONF1 - G;C9028H;9028H;9;920
9138H;C9028H.0002;JTI - COLETE GOLA V - DOPTEL 001-4117 LARANJA - CONF1 - M;C9028H;9028H;9;920
9142F;C9075D;OGNIBENE - COLETE GOLA V - DOPTEL 001-3115 VERDE;C9075D;9075D;9;920
9149H;C9075D.0001;OGNIBENE - COLETE GOLA V - DOPTEL 001-3115 VERDE - G;C9075D;9075D;9;920
9172D;C9110H;MOET HENNESSY - COLETE GOLA V - DOPTEL PLUS 001-4117 LARANJA;C9110H;9110H;9;920
9172G;C9110H.0001;MOET HENNESSY - COLETE GOLA V - DOPTEL PLUS 001-4117 LARANJA - G;C9110H;9110H;9;920
9178F;C9110H.0002;MOET HENNESSY - COLETE GOLA V - DOPTEL PLUS 001-4117 LARANJA - GG;C9110H;9110H;9;920
9222F;C9111H;MOET HENNESSY - COLETE GOLA V - DOPTEL PLUS 001-3115 VERDE;C9111H;9111H;9;920
9281G;C9111H.0001;MOET HENNESSY - COLETE GOLA V - DOPTEL PLUS 001-3115 VERDE - G;C9111H;9111H;9;920
9292G;C9111H.0002;MOET HENNESSY - COLETE GOLA V - DOPTEL PLUS 001-3115 VERDE - GG;C9111H;9111H;9;920
9299G;C9138H;REXNORD - COLETE GOLA V - DOPTEL PLUS 001-3115;C9138H;9138H;9;920
9351E;C9138H.0001;REXNORD - COLETE GOLA V - DOPTEL PLUS 001-3115 - G;C9138H;9138H;9;920
9475F;C9138H.0002;REXNORD - COLETE GOLA V - DOPTEL PLUS 001-3115 - M;C9138H;9138H;9;920
9551G;C9142F;ALL 4 LABELS - COLETE GOLA V - DOPTEL 001-3115 VERDE;C9142F;9142F;9;920
9566G;C9142F.0001;ALL 4 LABELS - COLETE GOLA V - DOPTEL 001-3115 VERDE - G;C9142F;9142F;9;920
9625G;C9142F.0002;ALL 4 LABELS - COLETE GOLA V - DOPTEL 001-3115 VERDE - M;C9142F;9142F;9;920
9644G;C9149H;MOET HENNESSY - COLETE V - DOPTEL PLUS 001--1391 CYAN;C9149H;9149H;9;920
9693F;C9149H.0001;MOET HENNESSY - COLETE V - DOPTEL PLUS 001--1391 CYAN - G;C9149H;9149H;9;920
9707F;C9172D;OGNIBENE - COLETE GOLA V - DOPTEL 4117 LARANJA;C9172D;9172D;9;920
9707G;C9172D.0001;OGNIBENE - COLETE GOLA V - DOPTEL 4117 LARANJA;C9172D;9172D;9;920
9750F;C9172G;MOVEIS 3 IRMAOS - COLETE GOLA PADRE  - UNILUX LIGHT 2107 AMAR;C9172G;9172G;9;920
9751G;C9172G.0001;MOVEIS 3 IRMAOS - COLETE GOLA PADRE  - UNILUX LIGHT 2107 AMAR - G;C9172G;9172G;9;920
9768E;C9178F;JTI - COLETE GOLA V - DOPTEL 001-3115  VERDE;C9178F;9178F;9;920
9771C;C9178F.0001;JTI - COLETE GOLA V - DOPTEL 001-3115  VERDE - G;C9178F;9178F;9;920
9778G;C9222F;POSTO SANTIAGO - COLETE GOLA V - UNISTILL SOFT 6147 VERM;C9222F;9222F;18;920
9793G;C9222F.0001;POSTO SANTIAGO - COLETE GOLA V - UNISTILL SOFT 6147 VERM - G;C9222F;9222F;18;920
9802D;C9281G;AKER - COLETE GOLA V - UNIFIT 5024 LARANJA;C9281G;9281G;9;920
9803D;C9281G.0001;AKER - COLETE GOLA V - UNIFIT 5024 LARANJA;C9281G;9281G;9;920
9812G;C9292G;POSTO DB - COLETE GOLA RED - MALHA DRY 3160 AMAR;C9292G;9292G;18;920
9816G;C9292G.0001;POSTO DB - COLETE GOLA RED - MALHA DRY 3160 AMAR - G;C9292G;9292G;18;920
9825G;C9299G;JTI - COLETE GOLA V - DOPTEL PLUS 3115 VERD;C9299G;9299G;9;920
9826G;C9299G.0001;JTI - COLETE GOLA V - DOPTEL PLUS 3115 VERD - G;C9299G;9299G;9;920
9838G;C9351E;EATON - COLETE GOLA V - UNIQUALITY 1232 LAR AA;C9351E;9351E;9;920
9847F;C9351E.0001;EATON - COLETE GOLA V - UNIQUALITY 1232 LAR AA - G;C9351E;9351E;9;920
9856G;C9475F;CATTALINI - COLETE GOLA V -  CEDRO RIP STOP 5228 AZ;C9475F;9475F;9;920
9859E;C9475F.0001;CATTALINI - COLETE GOLA V -  CEDRO RIP STOP 5228 AZ - G;C9475F;9475F;9;920
9859G;C9551G;POSTO GALO - COLETE GOLA V - DOPTEL 3116 AMARELO;C9551G;9551G;18;920
9864G;C9551G.0001;POSTO GALO - COLETE GOLA V - DOPTEL 3116 AMARELO - G;C9551G;9551G;18;920
9882G;C9566G;POSTO DB - COLETE GOLA RED - MALHA DRY 3160 AMAR;C9566G;9566G;18;920
9902G;C9566G.0001;POSTO DB - COLETE GOLA RED - MALHA DRY 3160 AMAR - G;C9566G;9566G;18;920
9911G;C9625G;JTI - COLETE GOLA V - DOPTEL 001-5114 VERMELHO;C9625G;9625G;9;920
9913G;C9625G.0001;JTI - COLETE GOLA V - DOPTEL 001-5114 VERMELHO - G;C9625G;9625G;9;920
9921D;C9644G;JTI - COLETE GOLA V - DOPTEL 001-3115 AMARELO;C9644G;9644G;9;920
9932G;C9644G.0001;JTI - COLETE GOLA V - DOPTEL 001-3115 AMARELO - G;C9644G;9644G;9;920
9955G;C9693F;VOKKAN - COLETE GOLA V - DOPTEL PLUS 001-4117 LAR;C9693F;9693F;9;920
9958G;C9693F.0001;VOKKAN - COLETE GOLA V - DOPTEL PLUS 001-4117 LAR - G;C9693F;9693F;9;920
9959G;C9707F;ALIANCA - COLETE GOLA V - UNISOFT 1243 VD;C9707F;9707F;9;920
9960G;C9707F.0001;ALIANCA - COLETE GOLA V - UNISOFT 1243 VD - G;C9707F;9707F;9;920
9961G;C9707G;PREV ALVORADA - COLETE GOLA V - SARJA 202GR 8260 CZ;C9707G;9707G;9;920
9962G;C9707G.0001;PREV ALVORADA - COLETE GOLA V - SARJA 202GR 8260 CZ - G;C9707G;9707G;9;920
9963G;C9750F;DU PONT - COLETE GOLA V - DOPTEL 001-5114 VERMELHO;C9750F;9750F;9;920
9964G;C9750F.0001;DU PONT - COLETE GOLA V - DOPTEL 001-5114 VERMELHO - G;C9750F;9750F;9;920
9965G;C9751G;PREV ALVORADA - COLETE GOLA V - UNIFORTE 1016 PTO;C9751G;9751G;9;920
9966G;C9751G.0001;PREV ALVORADA - COLETE GOLA V - UNIFORTE 1016 PTO - G;C9751G;9751G;9;920
9967G;C9768E;PAEMA - COLETE GOLA V - DOPTEL PLUS 1222 MARINHO;C9768E;9768E;9;920
9968F;C9768E.0001;PAEMA - COLETE GOLA V - DOPTEL PLUS 1222 MARINHO - G;C9768E;9768E;9;920
9968G;C9771C;SCA - COLETE GOLA V - UNILEVE 1002 CINZA;C9771C;9771C;9;920
;C9771C.0001;SCA - COLETE GOLA V - UNILEVE 1002 CINZA - G;C9771C;9771C;9;920
;C9778G;BERNECK SA - COLETE GOLA V - POLYCEDROLEVE 1052  VERM;C9778G;9778G;9;920
;C9778G.0001;BERNECK SA - COLETE GOLA V - POLYCEDROLEVE 1052  VERM - G;C9778G;9778G;9;920
;C9793G;MASCARELLO - COLETE GOLA V - UNIFIT 5264 VERMELHO;C9793G;9793G;9;920
;C9793G.0001;MASCARELLO - COLETE GOLA V - UNIFIT 5264 VERMELHO - G;C9793G;9793G;9;920
;C9802D;SCHNEIDER - COLETE GOLA V - DOPTEL 001-4117 LARANJA;C9802D;9802D;9;920
;C9802D.0001;SCHNEIDER - COLETE GOLA V - DOPTEL 001-4117 LARANJA - G;C9802D;9802D;9;920
;C9803D;SCHNEIDER - COLETE GOLA V - DOPTEL 001-3115 VERDE;C9803D;9803D;9;920
;C9803D.0001;SCHNEIDER - COLETE GOLA V - DOPTEL 001-3115 VERDE - G;C9803D;9803D;9;920
;C9812G;TANAC - COLETE GOLA V - DOPTEL PLUS 0001-2123 VERDE;C9812G;9812G;9;920
;C9812G.0001;TANAC - COLETE GOLA V - DOPTEL PLUS 0001-2123 VERDE - G;C9812G;9812G;9;920
;C9816G;TERLOGS - COLETE GOLA V - UNILUX LIGHT 2107 AMARELO - CONF1;C9816G;9816G;9;920
;C9816G.0001;TERLOGS - COLETE GOLA V - UNILUX LIGHT 2107 AMARELO - CONF1 - G;C9816G;9816G;9;920
;C9825G;FRASLE - COLETE GOLA V - DOPTEL 001-1391 AZUL CYAN;C9825G;9825G;9;920
;C9825G.0001;FRASLE - COLETE GOLA V - DOPTEL 001-1391 AZUL CYAN - G;C9825G;9825G;9;920
;C9826G;FRUTINI - COLETE GOLA V - DOPTEL 5113 VERMELHO;C9826G;9826G;9;920
;C9826G.0001;FRUTINI - COLETE GOLA V - DOPTEL 5113 VERMELHO - G;C9826G;9826G;9;920
;C9838G;BERNECK - COLETE GOLA V - POLYCOTTON 4311 VERDE - CONF1;C9838G;9838G;9;920
;C9838G.0001;BERNECK - COLETE GOLA V - POLYCOTTON 4311 VERDE - CONF1 - G;C9838G;9838G;9;920
;C9847F;TRP - COLETE GOLA V - UNILEVE 1009 CZ;C9847F;9847F;9;920
;C9847F.0001;TRP - COLETE GOLA V - UNILEVE 1009 CZ - G;C9847F;9847F;9;920
;C9856G;BERNECK - COLETE GOLA V - POLYCEDROBRIM 4617 VERDE;C9856G;9856G;9;920
;C9856G.0001;BERNECK - COLETE GOLA V - POLYCEDROBRIM 4617 VERDE - G;C9856G;9856G;9;920
;C9859E;TOPSHOES - COLETE GOLA V MC -  DOPTEL PLUS E9265 CINZA ES;C9859E;9859E;9;920
;C9859E.0001;TOPSHOES - COLETE GOLA V MC -  DOPTEL PLUS E9265 CINZA ES - G;C9859E;9859E;9;920
;C9859G;SEADRIL - COLETE GOLA V - DOPTEL 001-5114 CHERRY;C9859G;9859G;9;920
;C9859G.0001;SEADRIL - COLETE GOLA V - DOPTEL 001-5114 CHERRY - G;C9859G;9859G;9;920
;C9864G;UNIMED - COLETE GOLA V - UNISOFT 1232 LARANJA;C9864G;9864G;9;300
;C9864G.0001;UNIMED - COLETE GOLA V - UNISOFT 1232 LARANJA - G;C9864G;9864G;9;300
;C9882G;LEAR - COLETE GOLA V - CEDRO LEVE DRILL 4667 VERDE BAND;C9882G;9882G;9;920
;C9882G.0001;LEAR - COLETE GOLA V - CEDRO LEVE DRILL 4667 VERDE BAND - G;C9882G;9882G;9;920
;C9882G.0002;LEAR - COLETE GOLA V - CEDRO LEVE DRILL 4667 VERDE BAND - M;C9882G;9882G;9;920
;C9882G.0003;LEAR - COLETE GOLA V - CEDRO LEVE DRILL 4667 VERDE BAND - GG;C9882G;9882G;9;920
;C9902G;WOOD GROUP  - COLETE GOLA V - UNIFORTE FR 1232 LARANJA;C9902G;9902G;9;920
;C9902G.0001;WOOD GROUP  - COLETE GOLA V - UNIFORTE FR 1232 LARANJA - G;C9902G;9902G;9;920
;C9911G;AGCO - COLETE GOLA V - UNISOFT 1233 VERMELHO;C9911G;9911G;9;920
;C9911G.0001;AGCO - COLETE GOLA V - UNISOFT 1233 VERMELHO - G;C9911G;9911G;9;920
;C9913G;SAUR - COLETE GOLA V - UNIQUALITY 1015 VERDE;C9913G;9913G;9;920
;C9913G.0001;SAUR - COLETE GOLA V - UNIQUALITY 1015 VERDE - G;C9913G;9913G;9;920
;C9921D;OGNIBENE - COLETE GOLA V - DOPTEL 1223 MARINHO;C9921D;9921D;9;920
;C9921D.0001;OGNIBENE - COLETE GOLA V - DOPTEL 1223 MARINHO - G;C9921D;9921D;9;920
;C9932G;CASTERTECH - COLETE GOLA V - CEDROLEVE SUPER 8053 VERDE;C9932G;9932G;9;920
;C9932G.0001;CASTERTECH - COLETE GOLA V - CEDROLEVE SUPER 8053 VERDE - G;C9932G;9932G;9;920
;C9955G;SINDUS - COLETE POLICEDROBRIM SUPER 3137 AMA FLUOR;C9955G;9955G;9;920
;C9955G.0001;SINDUS - COLETE POLICEDROBRIM SUPER 3137 AMA FLUOR - G;C9955G;9955G;9;920
;C9958G;SEGALAS - COLETE GOLA V - POLYCEDROBRIM SUPER 5228 AZ MAR;C9958G;9958G;9;920
;C9958G.0001;SEGALAS - COLETE GOLA V - POLYCEDROBRIM SUPER 5228 AZ MAR - G;C9958G;9958G;9;920
;C9959G;PETROBRAS - COLETE GOLA V - DOPTEL PLUS 001- 4116 LARANJA;C9959G;9959G;9;920
;C9959G.0001;PETROBRAS - COLETE GOLA V - DOPTEL PLUS 001- 4116 LARANJA - UNICO;C9959G;9959G;9;920
;C9960G;PETROBRAS - COLETE GOLA V - DOPTEL PLUS 001-1213 AZ RY;C9960G;9960G;9;920
;C9960G.0001;PETROBRAS - COLETE GOLA V - DOPTEL PLUS 001-1213 AZ RY - UNICO;C9960G;9960G;9;920
;C9961G;PETROBRAS - COLETE GOLA V - DOPTEL PLUS 001- 5114 CHERRY;C9961G;9961G;9;920
;C9961G.0001;PETROBRAS - COLETE GOLA V - DOPTEL PLUS 001- 5114 CHERRY - UNICO;C9961G;9961G;9;920
;C9962G;PETROBRAS - COLETE GOLA V - DOPTEL PLUS 001-2123 PAPPER GREEN;C9962G;9962G;9;920
;C9962G.0001;PETROBRAS - COLETE GOLA V - DOPTEL PLUS 001-2123 PAPPER GREEN - UNICO;C9962G;9962G;9;920
;C9963G;PETROBRAS - COLETE GOLA V - DOPTEL PLUS 001-9115 SILVER;C9963G;9963G;9;920
;C9963G.0001;PETROBRAS - COLETE GOLA V - DOPTEL PLUS 001-9115 SILVER - UNICO;C9963G;9963G;9;920
;C9964G;PETROBRAS - COLETE GOLA V - DOPTEL PLUS 001-9115 SILVER;C9964G;9964G;9;920
;C9964G.0001;PETROBRAS - COLETE GOLA V - DOPTEL PLUS 001-9115 SILVER - UNICO;C9964G;9964G;9;920
;C9965G;PETROBRAS - COLETE GOLA V - DOPTEL PLUS 003-01 BRANCO;C9965G;9965G;9;920
;C9965G.0001;PETROBRAS - COLETE GOLA V - DOPTEL PLUS 003-01 BRANCO - UNICO;C9965G;9965G;9;920
;C9966G;PETROBRAS - COLETE GOLA V - DOPTEL PLUS 003-01 BRANCO;C9966G;9966G;9;920
;C9966G.0001;PETROBRAS - COLETE GOLA V - DOPTEL PLUS 003-01 BRANCO - UNICO;C9966G;9966G;9;920
;C9967G;PETROBRAS - COLETE GOLA V - DOPTEL PLUS 003-01 BRANCO;C9967G;9967G;9;920
;C9967G.0001;PETROBRAS - COLETE GOLA V - DOPTEL PLUS 003-01 BRANCO - UNICO;C9967G;9967G;9;920
;C9968F;PREV ALVORADA - COLETE GOLA V - SARJA 202GR 8260 CZ;C9968F;9968F;9;920
;C9968F.0001;PREV ALVORADA - COLETE GOLA V - SARJA 202GR 8260 CZ - G;C9968F;9968F;9;920
;C9968G;PETROBRAS - COLETE GOLA V - DOPTEL PLUS 003-01 BRANCO;C9968G;9968G;9;920
;C9968G.0001;PETROBRAS - COLETE GOLA V - DOPTEL PLUS 003-01 BRANCO - UNICO;C9968G;9968G;9;920
