Item;Descrição (Item);Subgrupo (Código);item que tem tipo 2;item 1 que esta em ped
5902ZZ;BUFFON - CAMISETE OPER FEM MC - UNIOFFICE 3004 - CONF;204;s;#N/D
5903E;TREINO COM COMB - PARKA - NYLON PARAQ 17 PRETO - CONF1;501;s;#N/D
5904E;V E P - JAQUETA FEMININA - UNILESTER 2018 MARINHO - CONF1;500;s;#N/D
5905E;JACKSON -  PARKA - NYLON PARAQ 17 PTO - CONF1;501;s;#N/D
5909E;SORVELANDIA -  PARKA - DOPTEL PLUS 001-21 PRETO - CONF1;501;s;#N/D
5910E;SORVELANDIA -  PARKA FEM - DOPTEL PLUS 001-21 PRETO - CONF1;501;s;#N/D
5911E;SORVELANDIA -  PARKA - DOPTEL PLUS 001-21 PRETO - CONF1;501;s;#N/D
5912E;POSTO MATINHOS - JAQUETA - POLYCOTTON 0001 PRETO - CONF1;500;s;#N/D
5915D;JP STA LUCIA - JAQUETA UNISSEX - NYLON PARAQ 24 LARANJA - CONF1;500;s;#N/D
5915E;SJP - JAQUETA - NYLON 100 26010 LISTRADO PRETO - CONF1;505;s;#N/D
5916E;SJP - JAQUETA FEMININA - NYLON 100 26010 LISTRADO PRETO - CONF1;505;s;#N/D
5918E;BELEBAS - JAQUETA FEMININA - NYLON 100  COSTURA 5 X 5 16 PRETA - CONF1;508;s;#N/D
5919E;BELEBAS - JAQUETA MASC - NYLON 100  COSTURA 5 X 5 16 PRETA - CONF1;32;s;#N/D
5921E;RALPHA POSTOS - PARKA - NYLON PARAQ 16 MARINHO - CONF1;501;s;#N/D
5922E;RALPHA POSTOS - PARKA - NYLON PARAQ 16 MARINHO - CONF1;501;s;#N/D
5926E;PARANAEDUCACAO -  PARKA - NYLON PARAQ 31 CINZA;501;s;#N/D
5929E;POSTO FERNANDINHO - PARKA - NYLON PARAQ 31 CINZA - CONF1;501;s;#N/D
5930E;ROTA INOX - JAQUETA - NYLON PARAQ 16 AZ MR - CONF;501;s;#N/D
5931E;WHIRPOOL - JAQUETA RETARD A CHAMAS -  UNISAFE SLIM 1018 MARIN - CONF1;509;s;#N/D
5933E;COPAT - JAQUETA MASC - NYLON 100  COSTURA 5 X 5 16 PRETA - CONF1;505;s;#N/D
5934D;JOSAPAR - JAQUETA RETARD A CHAMAS - UNIFORTE PRO FR 1009 CZ - CONF1;509;s;#N/D
5935E;POSRO SAN JENARO -  JAQUETA - NYLON PARAQ 16 MARINHO - CONF1;500;s;#N/D
5936E;GRAN PETRO -  PARKA - CEDROBRIM SUPER 8047 CZ - CONF1;501;s;#N/D
5937E;POSTO NACOES  -  PARKA  - POLYCOTTON MAIS 5228 MARINHO - CONF1;501;s;#N/D
5939E;TURBO DIESEL - JAQUETA FEMININA - NYLON PARAQUEDAS 17 PRETO - CONF1;500;s;#N/D
5942E;BELEBAS -  PARKA - NYLON PARAQ 17 PTO - CONF1;501;s;#N/D
5943E;COMERCIAL DIP - JAQUETA - NYLON PARAQ 17 PRETO - CONF1;500;s;#N/D
5944C;SAO CARLOS -  JAQUETA - NEWBRIM 5255 AZ ROYAL - CONF1;500;s;#N/D
5946E;PAOLA - JAQUETA FEM - UNILESTER 2261 VD - CONF1;500;s;#N/D
5947E;SILSO MORO - JAQUETA - NYLON PARAQ 16 MARINHO;501;s;#N/D
5952E;HYDROCOM  -  JAQUETA - NYLON PARAQ 16 MARINHO - CONF1;500;s;#N/D
5953E;MAREL BRASIL  - JAQUETA - NYLON PARAQ 16 AZ MR - CONF1;501;s;#N/D
5955E;FLAVIO - JAQUETA  - NYLON PARAQUEDAS 17 PRETO - CONF1;500;s;#N/D
5956E;FLAVIO - JAQUETA  - NYLON PARAQUEDAS 12 VERM - CONF1;500;s;#N/D
5960E;WC POSTOS - JAQUETA - UNILESTER FIT 2018 MARINHO - CONF1;501;s;#N/D
5961E;POSTO O CUPIM - JAQUETA - NYLON CHINES 520 VERDE MUSGO - CONF1;500;s;#N/D
5962C;HAFELE - JAQUETA GOLA ESPORTE - NYLON PARAQ 17 PRETO - CONF;500;s;#N/D
5962E;POSTO SAO BENTO -  PARKA - CEDROBRIM SUPER 8047 CZ;501;s;#N/D
5963E;RST -  JAQUETA - NYLON PARAQ 16 MARINHO - CONF1;500;s;#N/D
5964E;MASTER DIESEL - JAQUETA - NYLON 100  COSTURA 5 X 5 16 PRETA - CONF1;505;s;#N/D
5967E;PAULO MOREIRA -  JAQUETA - NYLON PARAQ 17 PTO;500;s;#N/D
5968E;SUL COMB - PARKA - NYLON PARAQ 24 LARANJA - CONF1AA;501;s;#N/D
5969E;SUL COMB - PARKA - NYLON PARAQ 17 PRETO - CONF1;501;s;#N/D
5970E;HYDROCOM  -  JAQUETA - NYLON PARAQ 16 MARINHO - CONF1;500;s;#N/D
5975E;WEG - PARKA FEM - NYLON PARAQUEDAS 31 CINZA - CONF1;501;s;#N/D
5977C;EBR -  JAQUETA - CEDROBRIM SUPER 1052 VERM - CONF1 AA;500;s;#N/D
5978C;EBR -  JAQUETA - UNIVERSAL 1001 BRANCO - CONF1;500;s;#N/D
5978E;ABAST GM - PARKA - POLYCEDROBRIM SUPER 0001 PTO - CONF1;501;s;#N/D
5979E;RAZZO - JAQUETA RETARD - UNISAFE SLIM 1018 MARINHO - CONF1;509;s;#N/D
5981D;ROTA 239 -  JAQUETA - NYLON PARAQ 12 VERMELHO - CONF1;500;s;#N/D
5982E;PREF VENAN AIRES - JAQUETA RET CHAMAS - UNIFORTE FR 1009;509;s;#N/D
5983E;MANUCHAR -  JAQUETA - NYLON PARAQUEDAS 17 PRETO - CONF1;500;s;#N/D
5985E;ELISIANE  - JAQUETA - NYLON PARAQUEDAS 16 AZ MAR - CONF1;501;s;#N/D
5991E;FLORYBAL -  JAQUETA - NYLON PARAQ 17 PRETO - CONF1;500;s;#N/D
5992E;AUTO POSTO TRES - JAQUETA - UNILESTER 2018 MARINHO;500;s;#N/D
5994E;AUTO POSTO TRES -  JAQUETA - NYLON PARAQ 12 VERMELHO - CONF1;500;s;#N/D
5995D;CAAL - JAQUETA - UNSOFT 1021 CAQUI - CONF1;500;s;#N/D
5997E;BRUNO - JAQUETA - NYLON PARAQ 12 VERMELHO - CONF1;500;s;#N/D
5998E;POSTO QUALITY - JAQUETA - POLYCEDROBRIM SUPER 8053 CINZA - CONF1;500;s;#N/D
5999C;REDE BANDEIRA - JAQUETA - UNITEX 5064 VERDE - CONF;500;s;#N/D
5999E;ECOPINUS - JAQUETA - NYLON PARAQ 17 PRETO - CONF1;500;s;#N/D
6013K;EUROPAN - CAMISETA GOLA POLO MC - PIQUET PV 09 PRETO - CONF1AA;602;s;#N/D
6027N;CAMILA - BABY LOOK GOLA RED MC - POLIVIS COM ELAST BRANCO - CONF1;604;s;#N/D
6029L;IRMAOS STOBIENIA - CAMISETA GOLA RED MC -  POLIVIS 034 VERDE - CONF1;602;s;#N/D
6038E;KISNER - CAMISETA GOLA RED MC - PV 094 CZ CHUMBO - CONF;600;s;#N/D
6050J;REDE HG -  BABY GOLA POLO MC - PIQUET PA 025 AREIA ETALAN - CONF1;606;s;#N/D
6063M;JA DE MATOS -  CAMISETA GOLA POLO MC - PIQUET PA 130 AZ MARINH - CONF1;602;s;#N/D
6064M;JA DEMATOS - CAMISETA GOLA RED MC - POLVISC 130 AZ MARIN - CONF1;600;s;#N/D
6079M;RANDON - CAMISETA RED MC - MED ESP - MALHA ALG 30-1CARD 101 AZ CEU;600;s;#N/D
6087F;TERRAP SAO CIRO -  CAMISETA GOLA POLO MC - PIQUET PA 093 AZ RY - CONF;602;s;#N/D
6087G;MET BASSO - CAMISETA GOLA RED MC - POLIVIS 070 CONCRETO - CONF1;600;s;#N/D
6089L;DALLE - CAMISETA GOLA RED ML - CONST - PV 039 MESCLA - CONF1AA;600;s;#N/D
6101ZZ;CAMISETA GOLA POLO FRENTISTA MC;602;s;#N/D
6102L;POSTO PRAIA SANTA - CAMISETA GOLA RED MC - POLIVIS 070 CONCRET - CONF1;600;s;#N/D
6104ZZ;JAQUETA UNISSEX - NYLON PARAQ 12 VERMELHO - CONF;500;s;#N/D
6105ZZ;CAMISETE GERENTE MC - CONF;204;s;#N/D
6106ZZ;CAMISETE GERENTE ML - CONF;204;s;#N/D
6107ZZ;CAMISA GERENTE ML - CONF;203;s;#N/D
6108N;TECMESTEEL -  CAMISETA GOLA RED MC - MED ESP - POLIVIS 016 MAR - CONF1;600;s;#N/D
6111ZZ;CALCA FEM - UNILESTER 2050 CZ - CONF;106;s;#N/D
6115ZZ;CALCA MEIO ELAST FEM- UNILESTER SOFT 2016 PRETO - CONF;101;s;#N/D
6116ZZ;CALCA MEIO ELAST - UNILESTER SOFT 2016 PRETO - CONF;101;s;#N/D
6119N;CENCI - CAMISETA GOLA RED MC - POLIVIS 1010 MESCLA - CONF1;600;s;#N/D
6119ZZ;AVENTAL - UNILESTER SOFT 2016 PRETO - CONF;915;s;#N/D
6131ZZ;CAMISETE SOCIAL OPERACIONAL MC - PRO FIT 001-021  PRETO - CONF1;204;s;#N/D
6132ZZ;CAMISA SOCIAL MASC ML - CEDROFILL 001 PRETO - CONF1;203;s;#N/D
6134ZZ;JAQUETA PRETA SHELL - NYLON PARAQUEDAS 17 PRETO - CONF;500;s;#N/D
6135M;POSTO DUQUE - CAMISETA GOLA POLO MC - POLIVIS 039 CZ - CONF1;602;s;#N/D
6135ZZ;MOLETOM FEMININO - FLANELADO 078 VERM - CONF1;914;s;#N/D
6139ZZ;CAMISA OPER MC - CEDROFIL 002 BCO - CONF1;203;s;#N/D
6140ZZ;CAMISETE OPER MC - CEDROFIL 002 BCO - CONF1;204;s;#N/D
6142M;HJJ -  BABY GOLA POLO MC - PIQUET PA 130 MARINHO - CONF1;606;s;#N/D
6142ZZ;BABY LOOK GOLA POLO ML -  PIQUET PA 001 BCO - CONF1;602;s;#N/D
6143ZZ;BABY LOOK GOLA POLO MC - PIQUET PV 9 PRETO - CONF;602;s;#N/D
6152I;HUMATECH - CAMISETA GOLA RED MC - POLIVISCOSE 014 PTO - CONF1;600;s;#N/D
6170J;PMI - CAMISETA GOLA RED ML - POLIVIS 001 BRANCO JAVANESA - CONF1;600;s;#N/D
6170M;HERCULES - BABY GOLA POLO MC - PIQUET PA 130 MARINHO - CONF1;606;s;#N/D
6172N;ROTENGE - CAMISETA GOLA RED ML - POLIVIS 025 CINZA - CONF1;600;s;#N/D
6173N;EATON -  CAMISETA GOLA POLO MC - POLIVI 107 VERDE MUSGO - CONF1;602;s;#N/D
6177M;MATRIX -  CAMISETA GOLA RED MC - POLIVIS 039 MESCLA - CONF1;600;s;#N/D
6182E;MET MOR - CAMISETA GOLA V MC - PV 012 VERMELHO - CONFAA;603;s;#N/D
6184N;MASTER - CAMISETA GOLA RED MC - MALHA ALG 30-1CARD 101 AZ CEU - CONF1;600;s;#N/D
6189H;POSTO CARESTIATO -  CAMISETA GOLA POLO MC - PIQUET PA 178 VERM - CONF1;602;s;#N/D
6189I;PAEMA - CAMISETA GOLA POLO ML - POLIVIS 016 AZ MAR - CONF1AA;602;s;#N/D
6191I;BOA ESPERANCA - CAMISA POLO MC - PIQUET PA 001 BCO ETAL - CONF1;602;s;#N/D
6195K;JA LIMA - CAMISETA GOLA POLO MC - POLIVIS 014 PRETO;602;s;#N/D
6205K;AB COMERCIO -  CAMISETA GOLA POLO MC - PIQUET PA 032 AZ BEBE - CONF1;602;s;#N/D
6206D;AUTO POSTO PETROBRASILIA - BABY  GOLA POLO MC- PIQUET PV 04 VD - CONF1;606;s;#N/D
6209L;POSTO JACARE - CAMISETA POLO MC -  PIQUET PA 001 BCO - CONF1;602;s;#N/D
6218L;POSTO SAN DEJARO - CAMISETA POLO MC - PIQUET PA 130 MARIN - CONF1;602;s;#N/D
6222N;CHRIS CINTOS -  CAMISETA GOLA RED MC - POLIVIS 092-COBALTO - CONF1;600;s;#N/D
6239K;HUMATECH -  CAMISETA GOLA POLO MC - PIQUET PV 9E FIAC - CONF1;602;s;#N/D
6244M;CORTEVA - BABY POLO MC - MALHA PIQUET PV 012 VERM - CONF 1;606;s;#N/D
6244N;TUMELERO -  CAMISETA GOLA RED MC - POLIVIS 036 CHUMBO - CONF1;600;s;#N/D
6263M;POSTO MANFRIM - CAMISETA POLO MC - PIQUT PA 178 VERM - CONF1;602;s;#N/D
6268H;VIEMAR - CAMISETA GOLA RED MC - POLIVIS 094 CHUMBO - CONF1;600;s;#N/D
6269L;HOERLLE E ASSUMPCAO -  CAMISETA POLO MC - POLIVISCOSE 014 PTO - CONF1;602;s;#N/D
6270A;AGRALE - CAMISETA GOLA V MC - BRIGADA - POLI 039 MESCLA - CONF1;603;s;#N/D
6272N;FUND STA TEREZINHA - CAMISETA GOLA RED MC - POLIVIS 036 CHUMBO - CONF1;600;s;#N/D
6275M;NBTECH - CAMISETA GOLA V  MC - POLIVIS 015 AZ RY - CONF1;603;s;#N/D
6275N;PARANA EDUCACAO - CAMISETA GOLA RED ML - POLIVIS 015 AZ RY - CONF1;600;s;#N/D
6277N;PARANA EDUCACAO - CAMISETA GOLA POLO MC - POLIVIS 030 CZ CLARO - CONF1;600;s;#N/D
6280M;POSTO JACARE - CAMISETA GOLA POLO MC -  PIQUET PV 9 PRETO - CONF1;602;s;#N/D
6280N;MASCARELLO - 6903M-EXXG -CAMISETA GOL RED ML - POLIV 012 VERM - CONF1;600;s;#N/D
6281N;PEDRO LESSA - CAMISETA GOLA RED MC - ALG 30-1CARD 015 AZ RY - CONF1;600;s;#N/D
6282M;CINADIS -  CAMISETA GOLA POLO MC - PIQUET PA 061 PRETO - CONF1;602;s;#N/D
6283H;MASTER - CAMISETA GOLA POLO MC - MALHA PIQUET PA 178 VERM - CONF1;602;s;#N/D
6284M;JTI -  BABY GOLA POLO MC - PIOQUET PA 130 MARIN - CONF1;606;s;#N/D
6286N;RANDON - CAMISETA RED MC - MED ESP - ALG 30-1CARD 101 AZ CEU - CONF1;600;s;#N/D
6302A;REFL UNIDOS - CAMISETA GOLA RED MC - PV 86 AZ TURQUESA - CONF;600;s;#N/D
6305M;INTRAL - CAMISETA GOLA V  MC - POLIVISCOSE 010 AREIA - CONF1;603;s;#N/D
6306L;SCHNEIDER - CAMISETA GOLA POLO MC - PIQUET PA 061 PRETO - CONF1;602;s;#N/D
6317L;VIEMAR - BABY LOOK GOLA POLO MC - PIQUET PV 034 VD - CONF1;606;s;#N/D
6327M;EATON -  CAMISETA GOLA RED MC - POLIVIS 996 MESCLA - CONF1;600;s;#N/D
6331C;EIDT CIRIEX - BABY GOLA POLO MC - PIQUET PV 182 CZ;602;s;#N/D
6353L;CMI BRASIL -  BABY GOLA POLO MC - PIQUET PA 061 PTO - CONF1;606;s;#N/D
6361A;SCHIMITT - CAMISETA GOLA RED MC - PV 8 MESCLA - CONF;600;s;#N/D
6364G;LINTEC - CAMISETA GOLA V  MC - POLIVIS 039 MESCLA - CONF;603;s;#N/D
6366M;GRAMADO TERMAS -  CAMISETA GOLA POLO MC - PIQUET PV 015 AZ - CONF1;602;s;#N/D
6368H;AGUIA SISTEMAS -  CAMISETA POLO MC - MALHA PIQUET PA 101 AZUL  - CONF1;602;s;#N/D
6371M;REDE SETEE -  CAMISETA GOLA RED MC  ALG 30-1CARD 230 ALUMINIO - CONF1;600;s;#N/D
6373L;INOVACAO INDUSTRIAL - CAMISETA GOLA RED ML - POLIVIS 015 AZ RY - CONF1;600;s;#N/D
6375C;RAM - CAMISETA GOLA RED MC - ALG 24-1 079 VERM - CONF1;905;s;#N/D
6376K;CMI BRASIL -  CAMISETA GOLA POLO MC - PIQUET PA 061 PTO - CONF1;602;s;#N/D
6382M;CATTALINI CAMISETA GOLA RED ML - ALG 30-1CARD 094 CHUMBO - CONF1;600;s;#N/D
6383M;EATON - CAMISETA GOLA RED MC - MED ESP - POLIVIS 015 AZ.RY -  CONF1;600;s;#N/D
6387H;VIEZZER - CAMISETA GOLA RED MC - MALHA  POLIVISCOSE 034 VERDE - CONF1;600;s;#N/D
6390M;BRAMETAL -  CAMISETA GOLA POLO MC - POLIVIS 034 VERDE - CONF1;602;s;#N/D
6391M;BRAMETAL -  CAMISETA GOLA POLO ML - POLIVIS 034 VERDE - CONF1;600;s;#N/D
6398C;DASS - CAMISETA GOLA V MC - POLIVISCOSE 015 AZ ROYAL - CONF1;603;s;#N/D
6402M;AGRO PERTENCES - CAMISETA GOLA RED MC - MED ESP - PV 019 MAR - CONF1;600;s;#N/D
6404K;ERACI JOSE -  CAMISETA GOLA POLO MC - PIQUET PA 061 PRETO - CONF1;602;s;#N/D
6405L;POSTO APOLO -  CAMISETA GOLA POLO MC - PIQUET PV 012 VERMELHO - CONF1;602;s;#N/D
6419G;REDE BAP - CAMISETA  GOLA POLO MC - PIQUET PA 178 VERM - CONF;602;s;#N/D
6425I;POSTO COMB FT  -  CAMISETA GOLA POLO MC - PIQUET PA 094 CHUMBO - CONF1;602;s;#N/D
6426M;NEWSUL -  CAMISETA GOLA RED ML - POLIVIS 016 MARINHO - CONF1;600;s;#N/D
6435I;EATON - CAMISETA GOLA RED MC - POLIVIS 035 AMARELO - CONF1AA;600;s;#N/D
6437J;POSTO GUARAPARI -  CAMISETA POLO MC - PIQUET PA 8025 PRATA - CONF1;602;s;#N/D
6437M;EATON -  CAMISETA GOLA POLO MC - POLIVIS 012 VERM - CONF1;602;s;#N/D
6440M;POSTO BOM PRINCIPIO - CAMISETA POLO MC - PIQUET PA 178 VERM - CONF1;602;s;#N/D
6443J;EATON - CAMISETA GOLA RED MC - MALHA POLI - 015 AZ.RY -  CONF1 AA;600;s;#N/D
6443L;ARAUJO E PORTELA -BABY LOOK GOL POLO MC - PIQUET PA 025 AREIA - CONF1;606;s;#N/D
6445L;BABY GOLA POLO MC - PIQUET PV 3 AZ RY - CONF1;606;s;#N/D
6446L;BABY GOLA POLO MC - PIQUET PV 185 LARANJA  - CONF1;606;s;#N/D
6451L;ARAUJO E PORTELA - BABY LOOK GOL POLO ML - PIQUET PA 025 AREIA - CONF1;606;s;#N/D
6452L;ARAUJO E PORTELA -  CAMISETA GOL POLO MC - PIQUET PA 025 AREIA - CONF1;602;s;#N/D
6455J;COPAT - CAMISETA GOLA RED MC - POLIVIS 015 RY - CONF1;600;s;#N/D
6455L;BABY LOOK GOLA POLO MC - PIQUET PV 020 BORDO - CONF1;606;s;#N/D
6479M;YARA - CAMISETA  POLO MC - PIQUET PA 130 MARINHO- CONF1;602;s;#N/D
6492E;PLACICAR - CAMISETA GOLA RED MC - POLIVISCOSE 014 PRETO - CONF1;600;s;#N/D
6500L;CINADIS -  CAMISETA GOLA POLO MC - PIQUET PA 061 PRETO - CONF1;602;s;#N/D
6502L;CINADIS -  CAMISETA GOLA POLO MC - PIQUET PA 094 CHUMBO - CONF1;602;s;#N/D
6502M;POSTO QUERO QUERO - BABY LOOK POLO MC -  PIQUET PA 178 VERM - CONF1;602;s;#N/D
6502ZZ;ROD OIL - CALCA SOCIAL MASC - UNILESTER FIT 2050 CINZA - CONF1;103;s;#N/D
6503L;CINADIS -  CAMISETA GOLA POLO MC - PIQUET PA 061 PTO - CONF1;602;s;#N/D
6503ZZ;ROD OIL - CALCA SOCIAL FEM - UNILESTER FIT 2050 CINZA - CONF1;106;s;#N/D
6507ZZ;ROD OIL -  CAMISETA GOLA POLO MC - PIQUET PA 178 VERM - CONF1;602;s;#N/D
6508ZZ;ROD OIL -  BABY LOOK GOLA POLO MC - PIQUET PA 178 VERM - CONF1;606;s;#N/D
6510ZZ;ROD OIL -  BABY LOOK GOLA RED MC - POLIVIS 078 VERM - CONF1;604;s;#N/D
6516M;NEWSUL -  CAMISETA GOLA RED ML - POLIVIS 016 MARINHO - CONF1;600;s;#N/D
6519ZZ;ROD OIL - CAMISA OPER MC - DOPFIL 004-9115 CZ MESCLA - CONF1;203;s;#N/D
6521A;ROCA MOVEIS -  CAMISETA POLO MC - PIQUET PA 8025 PRATA - CONF1;602;s;#N/D
6521B;CORD DE SANTANA - CAMISETA GOLA RED ML - POLIVIS 065 VERDE - CONF1;600;s;#N/D
6527ZZ;ROD OIL - BERMUDA MEIO ELAST MASC - UNILIGHT 5006 VERDE - CONF1;110;s;#N/D
6550L;GRAMADO TERMAS -  CAMISETA GOLA POLO MC - PIQUET PV 015 AZ - CONF1;602;s;#N/D
6551L;CINADIS -  CAMISETA GOLA POLO MC - PIQUET PA 061 PRETO - CONF1;602;s;#N/D
6559M;ARARA FLUMINENESE - CAMISETA  POLO MC - PIQUET PA 178 VERM - CONF1;602;s;#N/D
6574L;BENTO SUL -  CAMISETA GOLA POLO MC - PIQUET PA 130 AZ MAR - CONF1;602;s;#N/D
6575M;POSTO CIDADE - CAMISETA GOLA POLO MASC MC - POLIVIS 034 VERDE - CONF1;602;s;#N/D
6592G;GRUPO CHARRUA -  CAMISETA GOLA POLO MC - PIQUET PA 001 BRANCO - CONF;602;s;#N/D
6610I;REDE HG - CAMISETA GOLA RED MC - POLIVISCOSE 015 AZ JAV - CONF1;600;s;#N/D
6610M;TECMESTEEL -  CAMISETA GOLA RED MC - POLIVIS 016 MARINHO - CONF1;600;s;#N/D
6611M;TECMESTEEL -  CAMISETA GOLA POLO MC - PIQUET PA 130 MARINHO - CONF1;602;s;#N/D
6612K;MUNDIAL - CAMISETA GOLA POLO ML - PIQUET PV 182 CINZA - CONF1;602;s;#N/D
6618L;LIBRELATO -  CAMISETA POLO MC - MED ESP - PIQUET PA 130 MARI  - CONF1;602;s;#N/D
6621L;AKER - CAMISETA GOLA POLO MC - MALHA PIQUET PA 078 VERM - CONF1;602;s;#N/D
6624M;SUPREMO - CAMISETA GOLA RED MC - ALG 30-1CARD 0001BRANCO - CONF1;600;s;#N/D
6647M;POSTO BOM PRINCIPIO - BABY POLO MC - PIQUET PA 078 VERM - CONF1;606;s;#N/D
6650L;MARCOS - CAMISETA GOLA RED ML - POLIVIS 230 ALUMINIO - CONF1;600;s;#N/D
6654H;FORMPARTS - CAMISETA POLO MC - MALHA PIQUET PV 020 VINHO  JAV - CONF1;602;s;#N/D
6661L;POSTO ZOOLOGICO - CAMISETA GOLA RED MC - POLIVIS 014 PTO - CONF1;600;s;#N/D
6668M;JTI -  BABY  GOLA POLO MC - PIQUET PA 998 MESCLA - CONF1;606;s;#N/D
