00655ZZ;CORTEVA -  CAMISETA GOL RED ML - MALHA DRY LISA 12534 TURQUESA - CONF1;0
1689K;CONTINENTAL - CALCA ELAST TOTAL  - CEDROPAC SUPER 5228 AZ MARI - CONF1;0
999.256.266;ORCAMENTO - SUETER GOLA V FEM - 50 ACR 50 ALG;0
999.256.267;ORCAMENTO - SUETER GOLA V MASC - 50 ACRI 50 ALG;0
C00751ZZ;MARCOPOLO - GUARDA PO 3-4 ML - UNISOFT 1414 AZ RY;0
C00751ZZ.0001;G - MARCOPOLO - GUARDA PO 3-4 ML - UNISOFT 1414 AZ RY;0
C00751ZZ.0002;EXG - MARCOPOLO - GUARDA PO 3-4 ML - UNISOFT 1414 AZ RY;0
C00751ZZ.0003;XG - MARCOPOLO - GUARDA PO 3-4 ML - UNISOFT 1414 AZ RY;0
C1018L;TECHOCEAN - CALCA ELAST RETARD - CEDROTECH FR 8047 CZ;0
C1018L.0004;TECHOCEAN - CALCA ELAST RETARD - CEDROTECH FR 8047 CZ - XG;0
C1023L;TECHOCEAN - CALCA ELAST RETARD - CEDROTECH FR 8047 CZ;0
C1023L.0004;TECHOCEAN - CALCA ELAST RETARD - CEDROTECH FR 8047 CZ - XG;0
C1023L.0005;TECHOCEAN - CALCA ELAST RETARD - CEDROTECH FR 8047 CZ - GGX;0
C1373J;EMAE - CALCA OPER PESADA MASC - CEDROBRIM DRILL 8048 CINZA;0
C1373J.0001;EMAE - CALCA OPER PESADA MASC - CEDROBRIM DRILL 8048 CINZA - 46;0
C1373J.0002;EMAE - CALCA OPER PESADA MASC - CEDROBRIM DRILL 8048 CINZA - 44;0
C1373J.0017;EMAE - CALCA OPER PESADA MASC - CEDROBRIM DRILL 8048 CINZA - 48;0
C1373J.0018;EMAE - CALCA OPER PESADA MASC - CEDROBRIM DRILL 8048 CINZA - 50;0
C1374J;EMAE - CALCA OPER LEVE - CEDROLEVE SUPER 8048 CINZA;0
C1374J.0001;EMAE - CALCA OPER LEVE - CEDROLEVE SUPER 8048 CINZA - 46;0
C1374J.0002;EMAE - CALCA OPER LEVE - CEDROLEVE SUPER 8048 CINZA - 44;0
C1374J.0003;EMAE - CALCA OPER LEVE - CEDROLEVE SUPER 8048 CINZA - 48;0
C1374J.0004;EMAE - CALCA OPER LEVE - CEDROLEVE SUPER 8048 CINZA - 50;0
C1374J.0005;EMAE - CALCA OPER LEVE - CEDROLEVE SUPER 8048 CINZA - 52;0
C1374J.0006;EMAE - CALCA OPER LEVE - CEDROLEVE SUPER 8048 CINZA - 42;0
C1374J.0007;EMAE - CALCA OPER LEVE - CEDROLEVE SUPER 8048 CINZA - 54;0
C1374J.0008;EMAE - CALCA OPER LEVE - CEDROLEVE SUPER 8048 CINZA - 56;0
C1374J.0009;EMAE - CALCA OPER LEVE - CEDROLEVE SUPER 8048 CINZA - 58;0
C1374J.0010;EMAE - CALCA OPER LEVE - CEDROLEVE SUPER 8048 CINZA - 60;0
C1800K.0004;TUPY -  CALCA MEIO ELAST RETARD - CEDROTECH FR 8047 CZ - 46;0
C1800K.0005;TUPY -  CALCA MEIO ELAST RETARD - CEDROTECH FR 8047 CZ - 56;0
C1800K.0006;TUPY -  CALCA MEIO ELAST RETARD - CEDROTECH FR 8047 CZ - 52;0
C1800K.0008;TUPY -  CALCA MEIO ELAST RETARD - CEDROTECH FR 8047 CZ - 44;0
C1849K.0003;TECHOCEAN - CALCA ELAST RETARD - CEDROTECH FR 2063 LARAN - P;0
C1849K.0006;TECHOCEAN - CALCA ELAST RETARD - CEDROTECH FR 2063 LARAN - GGX;0
C1969K;ROTA STA MARIA - CALCA ELAST TOTAL - ATIVITA B90 GALAXIA;0
C1969K.0001;ROTA STA MARIA - CALCA ELAST TOTAL - ATIVITA B90 GALAXIA - G;0
C1969K.0002;ROTA STA MARIA - CALCA ELAST TOTAL - ATIVITA B90 GALAXIA - P;0
C1969K.0003;ROTA STA MARIA - CALCA ELAST TOTAL - ATIVITA B90 GALAXIA - M;0
C1969K.0004;ROTA STA MARIA - CALCA ELAST TOTAL - ATIVITA B90 GALAXIA - XGG;0
C1969K.0005;ROTA STA MARIA - CALCA ELAST TOTAL - ATIVITA B90 GALAXIA - XXGG;0
C1973K;ROTA STA MARIA - CALCA ELAST TOTAL - POLYBRIM 964 AZ MR;0
C1973K.0001;ROTA STA MARIA - CALCA ELAST TOTAL - POLYBRIM 964 AZ MR - G;0
C1973K.0002;ROTA STA MARIA - CALCA ELAST TOTAL - POLYBRIM 964 AZ MR - M;0
C1973K.0003;ROTA STA MARIA - CALCA ELAST TOTAL - POLYBRIM 964 AZ MR - XG;0
C1978K;NB - CALCA MEIO ELAST - MERCURIO FR 8047 CINZA;0
C1978K.0001;NB - CALCA MEIO ELAST - MERCURIO FR 8047 CINZA - G;0
C1978K.0002;NB - CALCA MEIO ELAST - MERCURIO FR 8047 CINZA - GG;0
C2030N.0001;RAZZO - CAMISA ML RETARD - CEDROTECH FR 8047 CZ - G;0
C2133N.0001;ZARAPLAST- CAMISA V ML - POLYCOTTON MAIS 7307 - G;0
C2247L;EMAE - CAMISA OPER LEVE ML - CEDROLEVE SUPER 8048 CINZA;0
C2247L.0001;EMAE - CAMISA OPER LEVE ML - CEDROLEVE SUPER 8048 CINZA - 4;0
C2247L.0002;EMAE - CAMISA OPER LEVE ML - CEDROLEVE SUPER 8048 CINZA - 3;0
C2247L.0003;EMAE - CAMISA OPER LEVE ML - CEDROLEVE SUPER 8048 CINZA - 1;0
C2247L.0004;EMAE - CAMISA OPER LEVE ML - CEDROLEVE SUPER 8048 CINZA - 2;0
C2247L.0005;EMAE - CAMISA OPER LEVE ML - CEDROLEVE SUPER 8048 CINZA - 5;0
C2247L.0006;EMAE - CAMISA OPER LEVE ML - CEDROLEVE SUPER 8048 CINZA - 7;0
C2247L.0007;EMAE - CAMISA OPER LEVE ML - CEDROLEVE SUPER 8048 CINZA - 6;0
C2248L;EMAE - CAMISA OPER PESADA ML - CEDROBRIM DRILL 8048 CINZA;0
C2248L.0001;EMAE - CAMISA OPER PESADA ML - CEDROBRIM DRILL 8048 CINZA - 4;0
C2248L.0002;EMAE - CAMISA OPER PESADA ML - CEDROBRIM DRILL 8048 CINZA - 3;0
C2248L.0003;EMAE - CAMISA OPER PESADA ML - CEDROBRIM DRILL 8048 CINZA - 2;0
C2249L;EMAE - CAMISA OPER LEVE MC - CEDROLEVE SUPER 8048 CINZA;0
C2249L.0001;EMAE - CAMISA OPER LEVE MC - CEDROLEVE SUPER 8048 CINZA - 4;0
C2249L.0002;EMAE - CAMISA OPER LEVE MC - CEDROLEVE SUPER 8048 CINZA - 3;0
C2249L.0003;EMAE - CAMISA OPER LEVE MC - CEDROLEVE SUPER 8048 CINZA - 5;0
C2249L.0004;EMAE - CAMISA OPER LEVE MC - CEDROLEVE SUPER 8048 CINZA - 7;0
C2249L.0005;EMAE - CAMISA OPER LEVE MC - CEDROLEVE SUPER 8048 CINZA - 1;0
C2249L.0006;EMAE - CAMISA OPER LEVE MC - CEDROLEVE SUPER 8048 CINZA - 2;0
C2249L.0007;EMAE - CAMISA OPER LEVE MC - CEDROLEVE SUPER 8048 CINZA - 6;0
C2250L;EMAE - CAMISA OPER PESADA MC - CEDROBRIM DRILL 8048 CINZA;0
C2250L.0001;EMAE - CAMISA OPER PESADA MC - CEDROBRIM DRILL 8048 CINZA - 4;0
C2250L.0002;EMAE - CAMISA OPER PESADA MC - CEDROBRIM DRILL 8048 CINZA - 3;0
C2273M;MASCOR - CAMISA GOLA ITALIANA MC - UNIQUALITY 1007 VERDE;0
C2273M.0001;MASCOR - CAMISA GOLA ITALIANA MC - UNIQUALITY 1007 VERDE - G;0
C2273M.0002;MASCOR - CAMISA GOLA ITALIANA MC - UNIQUALITY 1007 VERDE - M;0
C2958M-CTO;CONSERTO - MGPRESS - CAMISA GOL ITALIANA ML  CEDROPAC LEVE 5098;0
C2958M-CTO.0001;CONSERTO - MGPRESS - CAMISA GOL ITALIANA ML  CEDROPAC LEVE 5098 - G;0
C2958M-CTO.0002;CONSERTO - MGPRESS - CAMISA GOL ITALIANA ML  CEDROPAC LEVE 5098 - XGG;0
C2958M-CTO.0003;CONSERTO - MGPRESS - CAMISA GOL ITALIANA ML  CEDROPAC LEVE 5098 - PP;0
C2958M-CTO.0004;CONSERTO - MGPRESS - CAMISA GOL ITALIANA ML  CEDROPAC LEVE 5098 - GG;0
C2958M-CTO.0005;CONSERTO - MGPRESS - CAMISA GOL ITALIANA ML  CEDROPAC LEVE 5098 - M;0
C2958M-CTO.0006;CONSERTO - MGPRESS - CAMISA GOL ITALIANA ML  CEDROPAC LEVE 5098 - P;0
C3012K;IRGA - JALECO ML - UNISOFT 1001 BCO;0
C3012K.0001;IRGA - JALECO ML - UNISOFT 1001 BCO - G;0
C3012K.0002;IRGA - JALECO ML - UNISOFT 1001 BCO - GG;0
C3012K.0003;IRGA - JALECO ML - UNISOFT 1001 BCO - P;0
C3012K.0004;IRGA - JALECO ML - UNISOFT 1001 BCO - M;0
C3013K;IRGA - JALECO ML - UNISOFT 1001 BCO;0
C3013K.0001;IRGA - JALECO ML - UNISOFT 1001 BCO - G;0
C3013K.0002;IRGA - JALECO ML - UNISOFT 1001 BCO - P;0
C3013K.0003;IRGA - JALECO ML - UNISOFT 1001 BCO - M;0
C3013K.0004;IRGA - JALECO ML - UNISOFT 1001 BCO - GG;0
C3548ZZ;CAMISETA GOLA POLO MC - MALHA PIQUET PA 093 AZ RY;0
C3548ZZ.0001;CAMISETA GOLA POLO MC - MALHA PIQUET PA 093 AZ RY - G;0
C3548ZZ.0002;CAMISETA GOLA POLO MC - MALHA PIQUET PA 093 AZ RY - M;0
C3548ZZ.0003;CAMISETA GOLA POLO MC - MALHA PIQUET PA 093 AZ RY - P;0
C3548ZZ.0004;CAMISETA GOLA POLO MC - MALHA PIQUET PA 093 AZ RY - GG;0
C3548ZZ.0005;CAMISETA GOLA POLO MC - MALHA PIQUET PA 093 AZ RY - GGX;0
C3570ZZ;CAMISETA GOLA POLO MC - POLIVIS 039 CZ - CONF1;0
C3570ZZ.0001;CAMISETA GOLA POLO MC - POLIVIS 039 CZ - CONF1 - G;0
C3570ZZ.0002;CAMISETA GOLA POLO MC - POLIVIS 039 CZ - CONF1 - M;0
C3570ZZ.0003;CAMISETA GOLA POLO MC - POLIVIS 039 CZ - CONF1 - GG;0
C3858J.0005;GUERRA - JALECO ML - SARJA 250GR 5280 AZ RY - 64;0
C3913J-CTO;CONSERTO - MGPRESS - JALECO ML - CEDROLEVE SUPER 5228 MARINHO;0
C3913J-CTO.0001;CONSERTO - MGPRESS - JALECO ML - CEDROLEVE SUPER 5228 MARINHO - G;0
C3913J-CTO.0002;CONSERTO - MGPRESS - JALECO ML - CEDROLEVE SUPER 5228 MARINHO - M;0
C3913J-CTO.0003;CONSERTO - MGPRESS - JALECO ML - CEDROLEVE SUPER 5228 MARINHO - P;0
C3913J-CTO.0004;CONSERTO - MGPRESS - JALECO ML - CEDROLEVE SUPER 5228 MARINHO - XG;0
C3914J-CTO;CONSERTO - MGPRESS - JALECO ML - CEDROBRIM SUPER 0001 PRETO;0
C3914J-CTO.0001;CONSERTO - MGPRESS - JALECO ML - CEDROBRIM SUPER 0001 PRETO - G;0
C3914J-CTO.0002;CONSERTO - MGPRESS - JALECO ML - CEDROBRIM SUPER 0001 PRETO - GG;0
C3914J-CTO.0003;CONSERTO - MGPRESS - JALECO ML - CEDROBRIM SUPER 0001 PRETO - M;0
C3914J-CTO.0004;CONSERTO - MGPRESS - JALECO ML - CEDROBRIM SUPER 0001 PRETO - P;0
C3915J-CTO;CONSERTO - MGPRESS - JALECO ML - POLLYCOTTON MAIS 8113 CINZA;0
C3915J-CTO.0001;CONSERTO - MGPRESS - JALECO ML - POLLYCOTTON MAIS 8113 CINZA - G;0
C3915J-CTO.0002;CONSERTO - MGPRESS - JALECO ML - POLLYCOTTON MAIS 8113 CINZA - P;0
C3915J-CTO.0003;CONSERTO - MGPRESS - JALECO ML - POLLYCOTTON MAIS 8113 CINZA - M;0
C3915J-CTO.0004;CONSERTO - MGPRESS - JALECO ML - POLLYCOTTON MAIS 8113 CINZA - XG;0
C3915J-CTO.0005;CONSERTO - MGPRESS - JALECO ML - POLLYCOTTON MAIS 8113 CINZA - PP;0
C3916J.0004;MARCOPOLO - GUARDA PO 3-4 ML - UNISOFT 1414 AZ RY - M;0
C3931J-CTO;CONSERTO - MGPRESS - JALECO ML - CEDROBRIM SUPER 5098 AZ RY;0
C3931J-CTO.0001;CONSERTO - MGPRESS - JALECO ML - CEDROBRIM SUPER 5098 AZ RY - G;0
C3931J-CTO.0002;CONSERTO - MGPRESS - JALECO ML - CEDROBRIM SUPER 5098 AZ RY - M;0
C3953J-CTO;CONSERTO - SILVESTRIN - JALECO ML - DOPTEL 01 BRANCO;0
C3953J-CTO.0001;CONSERTO - SILVESTRIN - JALECO ML - DOPTEL 01 BRANCO - G;0
C3953J-CTO.0002;CONSERTO - SILVESTRIN - JALECO ML - DOPTEL 01 BRANCO - P;0
C3953J-CTO.0003;CONSERTO - SILVESTRIN - JALECO ML - DOPTEL 01 BRANCO - M;0
C3953J-CTO.0004;CONSERTO - SILVESTRIN - JALECO ML - DOPTEL 01 BRANCO - GG;0
C3953J-CTO.0005;CONSERTO - SILVESTRIN - JALECO ML - DOPTEL 01 BRANCO - XGG;0
C3984J;GPO 3-4 ML - CEDROLEVE SUPER 0002 BRANCO;0
C3984J.0001;GPO 3-4 ML - CEDROLEVE SUPER 0002 BRANCO - G;0
C3984J.0002;GPO 3-4 ML - CEDROLEVE SUPER 0002 BRANCO - M;0
C3984J.0003;GPO 3-4 ML - CEDROLEVE SUPER 0002 BRANCO - GG;0
C3984J.0004;GPO 3-4 ML - CEDROLEVE SUPER 0002 BRANCO - P;0
C4978B;PREF DE PASSO FUNDO - MACACAO SAMU - UNILESTER RIP STOP 2018;0
C4978B.0001;PREF DE PASSO FUNDO - MACACAO SAMU - UNILESTER RIP STOP 2018 - GG;0
C6229N.0001;CELESC -CAMISETA GOLA RED MC  M ALG EXCL 30-1 P 101 AZ CEU - AA - G;0
C6293M;MASCOR -  BABY GOLA POLO MC - PIQUET INGLES 66 VD MILITAR;0
C6293M.0001;MASCOR -  BABY GOLA POLO MC - PIQUET INGLES 66 VD MILITAR - G;0
C6293M.0002;MASCOR -  BABY GOLA POLO MC - PIQUET INGLES 66 VD MILITAR - M;0
C6293M.0003;MASCOR -  BABY GOLA POLO MC - PIQUET INGLES 66 VD MILITAR - GG;0
C6293M.0004;MASCOR -  BABY GOLA POLO MC - PIQUET INGLES 66 VD MILITAR - P;0
C6420N;PREF DE ERECHIM - CAMISETA GOLA RED MC - PV 014 PRETO;0
C6420N.0001;PREF DE ERECHIM - CAMISETA GOLA RED MC - PV 014 PRETO - G;0
C6420N.0002;PREF DE ERECHIM - CAMISETA GOLA RED MC - PV 014 PRETO - XGG;0
C6420N.0003;PREF DE ERECHIM - CAMISETA GOLA RED MC - PV 014 PRETO - M;0
C6420N.0004;PREF DE ERECHIM - CAMISETA GOLA RED MC - PV 014 PRETO - P;0
C6420N.0005;PREF DE ERECHIM - CAMISETA GOLA RED MC - PV 014 PRETO - PP;0
C6420N.0006;PREF DE ERECHIM - CAMISETA GOLA RED MC - PV 014 PRETO - GG;0
C6510N;MASCOR -  CAMISETA GOLA POLO MC - PIQUET INGLES 66 VD MILITAR;0
C6510N.0001;MASCOR -  CAMISETA GOLA POLO MC - PIQUET INGLES 66 VD MILITAR - G;0
C6510N.0002;MASCOR -  CAMISETA GOLA POLO MC - PIQUET INGLES 66 VD MILITAR - M;0
C6518N;ROTA STA MARIA - CAMISETA GOLA RED MC RAGLA - DRY SUP 12683 MAR;0
C6518N.0001;ROTA STA MARIA - CAMISETA GOLA RED MC RAGLA - DRY SUP 12683 MAR - G;0
C6518N.0002;ROTA STA MARIA - CAMISETA GOLA RED MC RAGLA - DRY SUP 12683 MAR - P;0
C6518N.0003;ROTA STA MARIA - CAMISETA GOLA RED MC RAGLA - DRY SUP 12683 MAR - M;0
C6518N.0004;ROTA STA MARIA - CAMISETA GOLA RED MC RAGLA - DRY SUP 12683 MAR - GG;0
C6518N.0005;ROTA STA MARIA - CAMISETA GOLA RED MC RAGLA - DRY SUP 12683 MAR - XXGG;0
C6528N;IDEAL -  CAMISETA GOLA POLO MC - PIQUET PV 107 VERDE;0
C6528N.0001;IDEAL -  CAMISETA GOLA POLO MC - PIQUET PV 107 VERDE - G;0
C6528N.0002;IDEAL -  CAMISETA GOLA POLO MC - PIQUET PV 107 VERDE - M;0
C6557N;ESPACO DOS SONHOS - CAMISETA GOLA RED MC - POLIV 001 BRAN;0
C6557N.0001;ESPACO DOS SONHOS - CAMISETA GOLA RED MC - POLIV 001 BRAN - G;0
C6557N.0002;ESPACO DOS SONHOS - CAMISETA GOLA RED MC - POLIV 001 BRAN - P;0
C6557N.0003;ESPACO DOS SONHOS - CAMISETA GOLA RED MC - POLIV 001 BRAN - M;0
C6557N.0004;ESPACO DOS SONHOS - CAMISETA GOLA RED MC - POLIV 001 BRAN - GG;0
C6557N.0005;ESPACO DOS SONHOS - CAMISETA GOLA RED MC - POLIV 001 BRAN - XG;0
C6557N.0006;ESPACO DOS SONHOS - CAMISETA GOLA RED MC - POLIV 001 BRAN - EXG;0
C6557N.0007;ESPACO DOS SONHOS - CAMISETA GOLA RED MC - POLIV 001 BRAN - EXGG;0
C6577N;PREF PASSO FUNDO - CAMISETA GOLA RED MC - ALG 30-1PENT 001;0
C6577N.0001;PREF PASSO FUNDO - CAMISETA GOLA RED MC - ALG 30-1PENT 001 - G;0
C6952L;FIBRAPLAC - CAMISETA GOLA PADRE MC - POLIVISCOSE 608 VERDE;0
C6952L.0004;FIBRAPLAC - CAMISETA GOLA PADRE MC - POLIVISCOSE 608 VERDE - EXG;0
C9755G;MASCOR-  SUETER GOLA V FEM - 50 ACRI 50 ALG - 903 NEBLINA;0
C9755G.0001;MASCOR-  SUETER GOLA V FEM - 50 ACRI 50 ALG - 903 NEBLINA - G;0
C9755G.0002;MASCOR-  SUETER GOLA V FEM - 50 ACRI 50 ALG - 903 NEBLINA - G3;0
C9755G.0003;MASCOR-  SUETER GOLA V FEM - 50 ACRI 50 ALG - 903 NEBLINA - M;0
C9755G.0004;MASCOR-  SUETER GOLA V FEM - 50 ACRI 50 ALG - 903 NEBLINA - P;0
